age,monthly_income,debt_to_income_ratio,credit_utilization,number_of_existing_loans,years_in_job,credit_history_length,repayment_history_score,loan_amount,loan_tenure,account_balance,income_stability_score,pd_score,default
54,64028,0.7389021767262537,0.9114287756203004,5,0,5,0.35725119421938784,331173,7,42265,0.0,1.0,1
54,66197,0.06704257812075545,0.8145925405938379,2,1,8,0.45152862622276624,252967,57,242604,0.06666666666666667,0.5891322668069271,1
25,161195,0.21969844177909142,0.20366092169541336,2,4,5,0.8996106753013068,1097843,31,140330,0.26666666666666666,1.0,1
31,63879,0.09267268914161805,0.0,0,1,0,0.9789133358447262,183515,31,216988,0.06666666666666667,0.2988792569066769,0
39,77368,0.23494776941875511,0.20543305514625215,2,3,4,0.9680309772360378,745275,41,221951,0.2,0.7416378378869082,1
58,58727,1.469901894723527,0.0,0,1,0,0.9084986674078952,1208521,14,260869,0.06666666666666667,1.0,1
35,104327,0.12322940222716885,0.4776705538720329,2,11,4,0.862709842851033,334260,26,142717,0.7333333333333333,0.5512761438586313,1
22,160158,0.03965997370699882,0.35565141713782167,1,8,4,0.8978188589362324,368408,58,67545,0.5333333333333333,0.9915914098608473,1
47,33224,1.2421413203047933,0.0,0,2,0,0.7592674774363773,1279336,31,249690,0.13333333333333333,1.0,1
28,28666,0.8099160528650168,0.9673818899757205,4,1,8,0.5348272896546269,1300155,56,256965,0.06666666666666667,1.0,1
27,49956,0.9592202676817138,0.42458926845310296,3,8,7,0.8121982830184351,1245889,26,168768,0.5333333333333333,1.0,1
41,44917,0.5288815243353614,0.998749700738379,2,2,11,0.500878004132497,831452,35,143554,0.13333333333333333,1.0,1
53,22717,1.5999446607009227,0.0,0,4,0,0.8499903948204209,1272108,35,82847,0.26666666666666666,1.0,1
39,63536,0.09856869671187539,0.481315533899211,1,3,8,0.709756107731032,350709,56,196240,0.2,0.5719526223040265,1
24,33087,1.7692371626318493,0.7082978692574216,5,1,1,0.5575998172956063,702465,12,119575,0.06666666666666667,1.0,1
24,60678,0.49378947715377636,0.3416434327938295,3,8,8,0.8199664341492758,1138562,38,111358,0.5333333333333333,1.0,1
53,147127,0.06334617169785171,0.44205504468877577,2,10,7,0.9906623296387187,549876,59,131300,0.6666666666666666,0.787468013821581,1
28,24425,2.1594472876151483,0.8943618452784009,5,2,2,0.6392512381867533,1265868,24,154931,0.13333333333333333,1.0,1
26,42419,0.35776143598248844,0.703769373372517,4,2,5,0.45187696326690674,257990,17,24596,0.13333333333333333,1.0,1
51,92516,0.4185496871583603,0.6793813227848626,1,3,11,0.8054423176639043,1355289,35,29063,0.2,1.0,1
53,48529,0.5578052985500079,0.8049830623527686,3,2,6,0.5966747776914663,812092,30,33752,0.13333333333333333,1.0,1
25,85961,0.09242489233737121,0.40892293060774754,2,2,6,0.5073562706189867,373412,47,198456,0.13333333333333333,0.6202772539434598,1
58,157432,0.15219983866050105,0.44892254111216046,2,8,6,0.8016053179401508,766756,32,91182,0.5333333333333333,1.0,1
55,50987,0.5051300658337746,0.0,0,4,0,0.8660146698185022,386326,15,170445,0.26666666666666666,0.6283200103138482,1
23,68709,0.5746881776768691,0.3331194671700506,2,1,4,0.7412608437865553,631780,16,266010,0.06666666666666667,0.7870303630397761,1
56,70485,0.7175537742466876,0.0,0,1,0,0.7586597492208217,1365573,27,130900,0.06666666666666667,1.0,1
57,104478,0.23361186087023106,0.3648055511566338,1,4,2,0.8366118641240174,1220365,50,48890,0.26666666666666666,1.0,1
23,31524,0.9859234234234234,0.33005511269432347,1,9,10,0.7912755024814413,1491852,48,93559,0.6,1.0,1
56,75186,0.18575876271291641,0.6197663515875917,2,2,11,0.7778785883417707,335195,24,101748,0.13333333333333333,0.8482550011172864,1
38,69481,0.3722094206850893,0.7784023091831823,3,0,5,0.3740531715354478,749983,29,212503,0.0,1.0,1
58,22421,1.8407631238570983,0.0,0,0,0,0.96134552505441,825435,20,267594,0.0,1.0,1
47,47935,0.28466016866976496,0.8353055027879724,3,1,5,0.6997413998263339,368420,27,54813,0.06666666666666667,1.0,1
29,37905,0.3297373550836155,0.0,0,2,0,0.9777065956453735,449953,36,297654,0.13333333333333333,0.4601288081263857,0
38,119613,0.2089186037669898,0.3920035349150812,2,8,10,0.5482267543109115,1049554,42,144055,0.5333333333333333,1.0,1
36,48535,0.13487792314824354,0.0,0,0,0,0.815360596152315,196389,30,279708,0.0,0.33270910590623837,0
37,109273,0.5440776770107895,0.3097603126226152,2,2,2,0.848039549560372,1070154,18,37788,0.13333333333333333,1.0,1
56,50586,0.12749200064894609,0.6037941734513992,2,2,9,0.3210735343908914,374060,58,203259,0.13333333333333333,0.7008371870247919,1
31,80072,0.14395494055350186,0.5090076766538092,1,7,8,0.792908722873858,576338,50,43933,0.4666666666666667,1.0,1
25,92913,0.6288140518549611,0.21262795689090858,2,7,9,0.7544684836833535,817950,14,221760,0.4666666666666667,0.9135406607727171,1
33,63194,0.2905932525239738,0.0,0,1,0,0.9191957288573533,881460,48,238731,0.06666666666666667,0.7971774439964113,1
45,59757,0.6459594691835266,0.36681357843683005,3,2,6,0.8964674504547907,965015,25,255596,0.13333333333333333,0.9841870702247507,1
31,70042,1.6680926509029648,0.4536362445964998,2,2,7,0.5146927749706455,1285202,11,83781,0.13333333333333333,1.0,1
56,38297,1.1799986706767915,0.6695580996877949,3,0,3,0.4584968075610635,994189,22,169903,0.0,1.0,1
46,119720,0.305520172068159,0.3740258623513434,1,6,9,0.7728717093494387,292615,8,53642,0.4,1.0,1
55,85931,0.10809209177667593,0.44285482241746343,1,12,6,0.9138104951597554,362250,39,35559,0.8,1.0,1
26,130831,0.1640747269841292,0.3597807558202286,2,12,1,0.9905304931480124,708380,33,96988,0.8,1.0,1
53,175005,0.25578537041798804,0.44740428977754476,2,5,1,0.8369523019755483,1432439,32,269820,0.3333333333333333,1.0,1
40,39623,0.24043913888398152,0.6629362638810103,2,0,10,0.3641600421320288,476346,50,167364,0.0,0.908809580344749,1
48,62469,0.18370025818520272,0.24758153158792212,2,14,7,0.9702176897997321,642632,56,195374,0.9333333333333333,0.6139663390953485,1
53,82890,0.11188512359436412,0.4230524768874824,2,7,7,0.790189974012077,176209,19,199004,0.4666666666666667,0.37295555480120063,0
34,120461,0.29772091067390816,0.494355853408227,1,13,6,0.9079533817541671,1040049,29,268722,0.8666666666666667,0.8071475577519087,1
28,89257,0.42584383137617055,0.48889760115769837,2,11,6,0.8354680415096716,1330334,35,167732,0.7333333333333333,1.0,1
53,65539,0.3825020216970048,0.9789191553025351,5,1,1,0.3665510347729089,376032,15,281221,0.06666666666666667,0.7777945985094304,1
39,127889,0.9043017773225219,0.42489554952287745,1,14,1,0.782521560032658,1387803,12,133786,0.9333333333333333,1.0,1
36,153106,0.2387183120344921,0.40498861298195155,2,13,3,0.8614756765941871,1242673,34,155360,0.8666666666666667,1.0,1
36,71846,2.4057741558333103,0.6359788658689887,2,4,8,0.8091291120067219,1382762,8,258656,0.26666666666666666,1.0,1
42,69214,1.0607921326128626,0.5554103790656342,1,5,6,0.6590377591851178,440530,6,285001,0.3333333333333333,0.8293684314352766,1
56,86431,0.11959793071930211,0.3955000476127655,1,3,9,0.8421315859309403,330783,32,240983,0.2,0.472448276213046,0
29,28782,0.6028258801597741,0.937913291246755,4,2,9,0.6044095963771996,1006331,58,156323,0.13333333333333333,1.0,1
28,71536,0.42824695361879433,0.27426198668101254,2,14,5,0.8896031681457994,827147,27,277253,0.9333333333333333,0.6629090418115516,1
45,142503,0.16611439759162963,0.4953054222208712,1,13,2,0.7873951606668914,828513,35,171087,0.8666666666666667,0.9378083453094108,1
52,56143,0.06808284202839178,0.6440489588756818,3,9,1,0.8119403955573399,214053,56,216376,0.6,0.39523548830929245,0
53,174126,0.00756307083794076,0.3854467202954357,2,8,1,0.9256162426360259,72431,55,204555,0.5333333333333333,0.21734834516277884,0
54,75004,0.3134275849374055,0.6298056187587335,3,1,10,0.6431205403713085,728758,31,60861,0.06666666666666667,1.0,1
55,20105,5.645722457100224,0.0,0,3,0,0.6418271361337601,908058,8,225048,0.2,1.0,1
52,46015,1.1809253504292079,0.8836242077803665,3,0,7,0.6483876494984342,1358507,25,34826,0.0,1.0,1
37,20899,0.1548004169119804,0.0,0,1,0,0.9135330213675448,148818,46,263627,0.06666666666666667,0.2884085173861838,0
32,35313,0.697311471695976,0.0,0,3,0,0.6988412936040586,1231208,50,93186,0.2,1.0,1
57,130316,0.10794514558332619,0.46154983369193636,2,10,6,0.8584138334890972,689282,49,292193,0.6666666666666666,0.5568588720138881,1
43,57412,0.4479778368882563,0.0,0,0,0,0.7973107387135199,1440281,56,235314,0.0,1.0,1
36,158656,0.039562497391884936,0.33878688702179494,1,9,4,0.9670681263520952,182028,29,298107,0.6,0.2378041392813832,0
53,95128,0.09140235342825537,0.31175777830260293,2,4,10,0.6582060679396061,339102,39,289922,0.26666666666666666,0.44357521775991643,0
33,68364,0.6424715212234959,0.8526240880370082,4,1,7,0.5932452089661124,570985,13,167795,0.06666666666666667,1.0,1
35,118397,0.10164137518944807,0.37239078108379586,1,2,8,0.8417540373478316,710008,59,106059,0.13333333333333333,1.0,1
41,99350,0.09030555755266374,0.5608492982121751,2,6,8,0.6248592226785789,376818,42,154832,0.4,0.6693455813087916,1
57,42588,0.7509960799434484,0.48151581655345566,3,7,10,0.5944201853385855,607685,19,212332,0.4666666666666667,0.9120094404795255,1
22,26276,0.6812171189278868,0.0,0,3,0,0.8351537484441548,1056080,59,81635,0.2,1.0,1
58,111886,0.020625701810121664,0.3600535775899087,2,7,11,0.9454475824612574,76155,33,159381,0.4666666666666667,0.24078105573332742,0
35,141537,0.03887711340497538,0.3593508584003096,1,11,5,0.9841514230737404,220102,40,227285,0.7333333333333333,0.27196185797073247,0
26,49856,0.49126064885050763,0.8338682801770355,5,0,11,0.5752831463466381,1347076,55,142311,0.0,1.0,1
55,105272,0.19087282122847135,0.49192932442110393,2,4,6,0.895028057423867,1105146,55,19110,0.26666666666666666,1.0,1
37,61969,0.8655642957955404,0.4198696755024025,1,12,6,0.7905954736655803,697296,13,164268,0.8,1.0,1
43,68320,0.31732066490174116,0.9914525149602121,3,2,10,0.449718706855917,498625,23,222112,0.13333333333333333,0.8702803425143507,1
33,62823,0.7401638856704342,0.8758107004126244,4,0,5,0.5706053543108986,883487,19,291652,0.0,1.0,1
49,99569,0.26070497176162594,0.5419815690762163,1,2,9,0.6272446214472478,778744,30,121279,0.13333333333333333,1.0,1
52,126024,0.17687272530100087,0.4635546683904044,2,13,2,0.8510350804127582,534965,24,46321,0.8666666666666667,1.0,1
44,45426,0.5058997050147492,0.9271336864700086,3,0,1,0.34808362214824334,689430,30,61924,0.0,1.0,1
28,160494,0.18160146763085191,0.3141259112698393,1,7,10,0.8871249304128692,1078400,37,89973,0.4666666666666667,1.0,1
29,90233,0.2858827325232851,0.4853976175202289,2,2,5,0.6519143120716919,1367191,53,250069,0.13333333333333333,1.0,1
46,52779,0.4308266545406317,0.0,0,4,0,0.7595291123587602,454772,20,152635,0.26666666666666666,0.7342603321230955,1
44,111709,0.38387920315070323,0.5861963628397098,1,2,5,0.7084936529941337,900538,21,69182,0.13333333333333333,1.0,1
46,28906,0.8916204070843247,0.6241069561158243,3,2,4,0.6737744107222057,1005154,39,147084,0.13333333333333333,1.0,1
48,102652,2.0442117890681972,0.3617483830025764,2,14,4,0.8278269247890009,1468897,7,186048,0.9333333333333333,1.0,1
51,72682,0.4475982132210634,0.0,0,3,0,0.6725753390782507,1171164,36,275798,0.2,0.9567304475141619,1
57,179891,0.07297042878329277,0.22611168877629761,2,6,7,0.9539371608760703,616956,47,98204,0.4,1.0,1
42,118789,0.02245855918674324,0.6174975401522065,2,9,1,0.7586423653691441,125388,47,212903,0.6,0.32684982692636555,0
58,170641,0.34829481191507317,0.4467842955541035,2,10,1,0.8559345634121907,1426401,24,206553,0.6666666666666666,1.0,1
26,94174,0.44258693289211265,0.5947494979776728,3,1,3,0.8451188310172915,916964,22,78388,0.06666666666666667,1.0,1
53,87993,1.286297124284237,0.4563623983622058,2,9,3,0.7377905340744693,792296,7,27727,0.6,1.0,1
39,62117,0.9018143181415715,0.5898067405594472,2,7,7,0.506328436706233,504162,9,86329,0.4666666666666667,1.0,1
57,65799,1.6100034253501632,0.0,0,4,0,0.9576763498656473,1377176,13,64624,0.26666666666666666,1.0,1
25,176492,0.21394400542463912,0.4495589339754266,2,3,6,0.9174006540334905,1397098,37,135703,0.2,1.0,1
24,75113,0.42350071347049234,0.3761299451276271,2,3,7,0.5209355503146034,699829,22,266353,0.2,0.8122050064122238,1
29,30661,1.7459251010668122,0.6846662943819253,3,4,9,0.7539840182364133,1124168,21,242041,0.26666666666666666,1.0,1
33,49328,1.1974286795483682,0.0,0,3,0,0.9924945497377216,1240402,21,108540,0.2,1.0,1
26,122711,0.08059556977746872,0.27309701481916,2,14,8,0.9178896109032593,267029,27,66273,0.9333333333333333,0.7095951705775125,1
54,70164,0.8384454166029063,0.0,0,3,0,0.9128112350681543,1117745,19,129264,0.2,1.0,1
23,144328,0.053478820658986306,0.3038965305767011,1,7,7,0.8097638330493164,439954,57,183757,0.4666666666666667,0.5540006725391201,1
39,57174,0.32329505419546345,0.9677567892857669,3,1,10,0.49878539316233206,776331,42,231427,0.06666666666666667,1.0,1
59,55169,2.6564669470173468,0.5697215225636194,2,3,9,0.7129924770237704,1172437,8,50461,0.2,1.0,1
56,66721,1.2838506617107057,0.40848532667073856,2,13,4,0.8365249316344464,1284897,15,39984,0.8666666666666667,1.0,1
22,61055,1.5166891253043082,0.6317329620565135,3,6,5,0.6270125791506949,1018616,11,60200,0.4,1.0,1
42,165441,0.009469694185091214,0.24054988674644684,2,6,4,0.9907787778972934,57967,37,235371,0.4,0.17973686481114395,0
27,48268,1.0067076876329384,0.5600804369592614,3,2,11,0.5608099412514592,1457753,30,260497,0.13333333333333333,1.0,1
52,74327,0.384622008153161,0.0,0,0,0,0.7721348710035685,1143512,40,202660,0.0,1.0,1
28,157359,0.01109262139136503,0.38541550228615584,2,14,4,0.908297406503366,73312,42,209900,0.9333333333333333,0.16114181819706125,0
59,72454,0.036927567836144315,0.0,0,1,0,0.6522841506960798,107022,40,298859,0.06666666666666667,0.27433655765792325,0
28,39956,0.24638797592606104,0.6855289101929404,2,6,5,0.5994321030859768,580836,59,244213,0.4,0.7378941709975927,1
26,50784,0.4366634617473872,0.0,0,4,0,0.6048483098575573,1286180,58,110689,0.26666666666666666,1.0,1
53,60163,0.40333118420104913,0.23292085960325107,1,3,7,0.8869898722434233,1383140,57,130575,0.2,1.0,1
25,85121,0.28630038931164453,0.2730433905214602,1,6,5,0.9129276619777421,1389100,57,266553,0.4,1.0,1
38,23191,1.4023362057422457,0.9771324565653047,5,0,2,0.6235533846545311,1235820,38,230169,0.0,1.0,1
42,167210,0.20512855364239851,0.3978061766617348,2,9,7,0.9737794351766341,754590,22,17099,0.6,1.0,1
40,77684,0.14414969620513876,0.47730923497744726,1,1,3,0.5191323281576422,537510,48,279932,0.06666666666666667,0.6629009951799024,1
45,136816,0.12288910011951248,0.35257378683427354,1,7,3,0.8468988078706924,689341,41,211139,0.4666666666666667,0.7077296314835856,1
49,77906,0.4903036993299617,0.0,0,2,0,0.7648523721051086,1336916,35,146511,0.13333333333333333,1.0,1
53,69279,0.35752320327949305,0.41817791099096807,1,1,1,0.8076892591352535,495377,20,232146,0.06666666666666667,0.689438732932095,1
25,86189,0.28850549374050055,0.3931712760623392,2,11,4,0.8825755333122896,1367630,55,44964,0.7333333333333333,1.0,1
23,119765,0.2209204564066168,0.47608915436582233,2,7,10,0.8801920354585532,1031883,39,198938,0.4666666666666667,1.0,1
39,86806,0.14236971470342435,0.311650107151254,2,11,3,0.858019220736049,679720,55,187876,0.7333333333333333,0.7161219333724005,1
42,32258,0.4123891073869104,0.9263787755874469,2,1,5,0.6445479985453744,611931,46,197921,0.06666666666666667,0.9838496745405455,1
42,35997,1.0926496961166516,0.0,0,3,0,0.6215432827992105,1061967,27,68005,0.2,1.0,1
43,43387,0.2649663205568488,0.8911788706922972,2,0,3,0.3431774858585857,367875,32,189761,0.0,0.8298820598129003,1
34,168821,0.08486834767021814,0.4274555033229612,1,13,7,0.9358559465191523,845326,59,192684,0.8666666666666667,0.8018435757417505,1
46,86447,0.12163175124642846,0.36402865398182915,1,5,3,0.6846229897679159,105147,10,254839,0.3333333333333333,0.334260667634385,0
55,98056,0.6607737755296293,0.59322851841187,3,5,4,0.7463941801040717,1166271,18,127235,0.3333333333333333,1.0,1
47,70805,0.671161641127039,0.42372013481936965,2,14,3,0.8006201400413093,1188040,25,127322,0.9333333333333333,1.0,1
